name,isin,type,dtcreated
Intertainment AG,DE0006223605,0,2016-02-26 20:20:20
Manz AG,DE000A0JQ5U3,0,2016-02-28 09:41:21
Manz AG,DE000A0JQ5U3,0,2016-02-28 09:41:21
Energiedienst Holding AG,CH0039651184,0,2016-02-29 06:16:48
MBB SE,DE000A0ETBQ4,0,2016-02-29 07:28:36
MBB SE,DE000A0ETBQ4,0,2016-02-29 07:28:36
ISRA VISION AG,DE0005488100,0,2016-02-29 08:10:16
ISRA VISION AG,DE0005488100,0,2016-02-29 08:10:16
STADA Arzneimittel AG,DE0007251803,0,2016-02-29 13:26:56
STADA Arzneimittel AG,DE0007251803,0,2016-02-29 13:26:56
Steinhoff International Holdings N.V.,NL0011375019,0,2016-02-29 14:00:06
DF Deutsche Forfait AG,DE000A2AA204,0,2016-02-29 15:30:47
DF Deutsche Forfait AG,DE000A2AA204,0,2016-02-29 15:30:47
REALTECH AG,DE0007008906,0,2016-02-29 15:38:25
init innovation in traffic systems SE,DE0005759807,0,2016-02-29 15:47:06
init innovation in traffic systems SE,DE0005759807,0,2016-02-29 15:47:06
Logwin AG,LU1618151879,0,2016-02-29 16:28:17
Logwin AG,LU1618151879,0,2016-02-29 16:28:17
DEIKON GmbH i.I.,DE000A0EPM07,0,2016-02-29 16:55:20
Logwin AG,LU1618151879,0,2016-02-29 17:16:56
Logwin AG,LU1618151879,0,2016-02-29 17:16:56
artnet AG,DE000A1K0375,0,2016-02-29 17:37:25
artnet AG,DE000A1K0375,0,2016-02-29 17:37:25
KPS AG,DE000A1A6V48,0,2016-02-29 18:25:51
Jungfraubahn Holding AG,CH0017875789,0,2016-03-01 07:00:23
Jungfraubahn Holding AG,CH0017875789,0,2016-03-01 07:00:23
Deutsche Konsum REIT-AG,DE000A14KRD3,0,2016-03-01 08:10:25
Deutsche Konsum REIT-AG,DE000A14KRD3,0,2016-03-01 08:10:25
DO Deutsche Office AG,DE000PRME020,0,2016-03-01 13:13:16
DO Deutsche Office AG,DE000PRME020,0,2016-03-01 13:13:16
Medios AG,DE000A1MMCC8,0,2016-03-01 13:15:51
A.S. Création Tapeten AG,DE000A1TNNN5,0,2016-03-01 16:42:11
A.S. Création Tapeten AG,DE000A1TNNN5,0,2016-03-01 16:42:11
Advanced Vision Technology Ltd.,IL0010837248,0,2016-03-01 20:05:41
Advanced Vision Technology Ltd.,IL0010837248,0,2016-03-01 20:05:41
LifeWatch AG,CH0012815459,0,2016-03-02 07:00:13
LifeWatch AG,CH0012815459,0,2016-03-02 07:00:13
Steinhoff International Holdings N.V.,NL0011375019,0,2016-03-02 08:39:56
adidas AG,DE000A1EWWW0,0,2016-03-02 14:37:36
adidas AG,DE000A1EWWW0,0,2016-03-02 14:37:36
KÖLN-DÜSSELDORFER Deutsche Rheinschiffahrt GmbH,DE0008286006,0,2016-03-02 16:13:10
KÖLN-DÜSSELDORFER Deutsche Rheinschiffahrt GmbH,DE0008286006,0,2016-03-02 16:17:35
CANCOM SE,DE0005419105,0,2016-03-02 17:40:36
CANCOM SE,DE0005419105,0,2016-03-02 17:40:36
infas Holding Aktiengesellschaft,DE0006097108,0,2016-03-02 18:12:30
GFT Technologies SE,DE0005800601,0,2016-03-02 18:12:56
GFT Technologies SE,DE0005800601,0,2016-03-02 18:12:56
exceet Group SA,LU0472835155,0,2016-03-02 21:14:26
exceet Group SA,LU0472835155,0,2016-03-02 21:14:26
Fyber N.V.,NL0012377394,0,2016-03-03 06:55:06
Mikron Holding AG,CH0003390066,0,2016-03-03 07:00:17
Mikron Holding AG,CH0003390066,0,2016-03-03 07:00:17
freenet AG,DE000A0Z2ZZ5,0,2016-03-03 07:46:37
freenet AG,DE000A0Z2ZZ5,0,2016-03-03 07:46:37
Vossloh Aktiengesellschaft,DE0007667107,0,2016-03-03 08:19:06
Vossloh Aktiengesellschaft,DE0007667107,0,2016-03-03 08:19:06
Medisana GmbH,DE0005492540,0,2016-03-03 12:14:05
Medisana GmbH,DE0005492540,0,2016-03-03 13:04:10
Hamburg Commercial Bank AG,DE000HSH2H15,0,2016-03-03 16:59:30
Hamburg Commercial Bank AG,DE000HSH2H15,0,2016-03-03 16:59:30
ZEAL Network SE,DE000ZEAL241,0,2016-03-03 18:29:56
ZEAL Network SE,DE000ZEAL241,0,2016-03-03 18:29:56
Goldbach Group AG,CH0004870942,0,2016-03-03 20:25:27
Goldbach Group AG,CH0004870942,0,2016-03-03 20:25:27
nebag ag,CH0005059438,0,2016-03-04 05:41:58
Peach Property Group AG,CH0118530366,0,2016-03-04 07:00:09
Peach Property Group AG,CH0118530366,0,2016-03-04 07:00:09
BAUER Aktiengesellschaft,DE0005168108,0,2016-03-04 13:15:41
BAUER Aktiengesellschaft,DE0005168108,0,2016-03-04 13:15:41
Dürkopp Adler AG (Konzern),DE0006299001,0,2016-03-04 13:15:56
Hypoport AG,DE0005493365,0,2016-03-04 17:59:46
Hypoport AG,DE0005493365,0,2016-03-04 17:59:46
Commerzbank Aktiengesellschaft,DE000CBK1001,0,2016-03-06 14:25:33
Commerzbank Aktiengesellschaft,DE000CBK1001,0,2016-03-06 14:25:33
Leclanché SA,CH0110303119,0,2016-03-07 06:30:09
Leclanché SA,CH0110303119,0,2016-03-07 06:30:09
Leclanché SA,CH0110303119,0,2016-03-07 06:30:09
Eyemaxx Real Estate AG,DE000A0V9L94,0,2016-03-07 11:56:00
Jubii Europe N.V.,NL0000233195,0,2016-03-07 15:33:10
DEAG Deutsche Entertainment Aktiengesellschaft,DE000A0Z23G6,0,2016-03-07 16:18:26
DEAG Deutsche Entertainment Aktiengesellschaft,DE000A0Z23G6,0,2016-03-07 16:18:26
Vereinigte Filzfabriken AG,DE0007617003,0,2016-03-07 16:37:25
Goldbach Group AG,CH0004870942,0,2016-03-08 07:00:07
Kuros Biosciences AG,CH0011025217,0,2016-03-08 07:00:13
Kuros Biosciences AG,CH0011025217,0,2016-03-08 07:00:13
Peach Property Group AG,CH0118530366,0,2016-03-08 07:00:18
Peach Property Group AG,CH0118530366,0,2016-03-08 07:00:18
Mikron Holding AG,CH0003390066,0,2016-03-08 07:00:24
Mikron Holding AG,CH0003390066,0,2016-03-08 07:00:24
Mikron Holding AG,CH0003390066,0,2016-03-08 07:00:24
Mikron Holding AG,CH0003390066,0,2016-03-08 07:00:24
KHD Humboldt Wedag International AG,DE0006578008,0,2016-03-08 10:34:10
KHD Humboldt Wedag International AG,DE0006578008,0,2016-03-08 10:34:10
FRIWO AG,DE0006201106,0,2016-03-08 12:50:00
Deutsche Post AG,DE0005552004,0,2016-03-08 14:20:19
Deutsche Post AG,DE0005552004,0,2016-03-08 14:20:19
mybet Holding SE,DE000A2LQ009,0,2016-03-08 18:21:15
VERBUND AG,AT0000746409,0,2016-03-08 19:29:36
VERBUND AG,AT0000746409,0,2016-03-08 19:29:36
mybet Holding SE,DE000A2LQ009,0,2016-03-08 20:40:50
Beate Uhse Aktiengesellschaft,DE0007551400,0,2016-03-09 13:58:27
IMMOFINANZ AG,AT0000A21KS2,0,2016-03-09 18:30:26
IMMOFINANZ AG,AT0000A21KS2,0,2016-03-09 18:30:26
Deutsche Börse AG,DE0005810055,0,2016-03-09 22:48:51
Deutsche Börse AG,DE0005810055,0,2016-03-09 22:48:51
Grammer AG,DE0005895403,0,2016-03-10 05:23:31
Grammer AG,DE0005895403,0,2016-03-10 05:23:31
Kardex AG,CH0100837282,0,2016-03-10 06:00:08
Kardex AG,CH0100837282,0,2016-03-10 06:00:08
HOCHTIEF Aktiengesellschaft,DE0006070006,0,2016-03-10 08:41:17
HOCHTIEF Aktiengesellschaft,DE0006070006,0,2016-03-10 08:41:17
Schaltbau Holding AG,DE000A2NBTL2,0,2016-03-10 18:30:31
Schaltbau Holding AG,DE000A2NBTL2,0,2016-03-10 18:30:31
Zug Estates Holding AG,CH0148052126,0,2016-03-11 06:55:09
Zug Estates Holding AG,CH0148052126,0,2016-03-11 06:55:09
SAF-HOLLAND S.A.,LU0307018795,0,2016-03-11 07:45:05
SAF-HOLLAND S.A.,LU0307018795,0,2016-03-11 07:45:05
KHD Humboldt Wedag International AG,DE0006578008,0,2016-03-11 10:09:31
KHD Humboldt Wedag International AG,DE0006578008,0,2016-03-11 10:09:31
KOFIBA-Kommunalfinanzierungsbank GmbH,DE000DXA0SM3,0,2016-03-11 14:03:35
Heidelberger Druckmaschinen AG,DE0007314007,0,2016-03-14 10:48:52
Heidelberger Druckmaschinen AG,DE0007314007,0,2016-03-14 10:48:52
init innovation in traffic systems SE,DE0005759807,0,2016-03-14 18:02:20
init innovation in traffic systems SE,DE0005759807,0,2016-03-14 18:02:20
Peach Property Group AG,CH0118530366,0,2016-03-15 07:00:09
Peach Property Group AG,CH0118530366,0,2016-03-15 07:00:09
Accu Holding AG,CH0001366332,0,2016-03-15 07:00:13
Accu Holding AG,CH0001366332,0,2016-03-15 07:00:13
Sixt SE,DE0007231326,0,2016-03-15 07:19:11
Sixt SE,DE0007231326,0,2016-03-15 07:19:11
ZEAL Network SE,DE000ZEAL241,0,2016-03-15 07:41:35
ZEAL Network SE,DE000ZEAL241,0,2016-03-15 07:41:35
Adler Modemärkte AG,DE000A1H8MU2,0,2016-03-15 14:10:36
Adler Modemärkte AG,DE000A1H8MU2,0,2016-03-15 14:10:36
Delticom AG,DE0005146807,0,2016-03-15 16:38:40
Delticom AG,DE0005146807,0,2016-03-15 16:38:40
VERBUND AG,AT0000746409,0,2016-03-15 17:05:11
VERBUND AG,AT0000746409,0,2016-03-15 17:05:11
Jungheinrich AG,DE0006219934,0,2016-03-15 17:30:11
Jungheinrich AG,DE0006219934,0,2016-03-15 17:30:11
NEW VALUE AG,CH0010819867,0,2016-03-15 17:46:48
NEW VALUE AG,CH0010819867,0,2016-03-15 17:46:48
Highlight Event and Entertainment AG,CH0003583256,0,2016-03-15 17:51:38
FORIS AG,DE0005775803,0,2016-03-15 18:09:50
STRATEC SE,DE000STRA555,0,2016-03-15 23:48:31
STRATEC SE,DE000STRA555,0,2016-03-15 23:48:31
Von Roll Holding AG,CH0003245351,0,2016-03-16 07:00:09
Von Roll Holding AG,CH0003245351,0,2016-03-16 07:00:09
Raiffeisen Bank International AG,AT0000606306,0,2016-03-16 07:33:07
Raiffeisen Bank International AG,AT0000606306,0,2016-03-16 07:33:07
Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DE0008430026,0,2016-03-16 07:37:21
Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft in München,DE0008430026,0,2016-03-16 07:37:21
Deutsche Börse AG,DE0005810055,0,2016-03-16 07:59:46
Deutsche Börse AG,DE0005810055,0,2016-03-16 07:59:46
Senvion S.A.,LU1377527517,0,2016-03-16 08:55:01
Senvion S.A.,LU1377527517,0,2016-03-16 08:55:01
SPORTTOTAL AG,DE000A1EMG56,0,2016-03-16 10:13:56
CEWE Stiftung & Co. KGaA,DE0005403901,0,2016-03-16 12:33:56
CEWE Stiftung & Co. KGaA,DE0005403901,0,2016-03-16 12:33:56
Krones AG,DE0006335003,0,2016-03-16 15:30:06
Krones AG,DE0006335003,0,2016-03-16 15:30:06
Edisun Power Europe AG,CH0024736404,0,2016-03-16 17:30:08
Accu Holding AG,CH0001366332,0,2016-03-16 17:35:04
Accu Holding AG,CH0001366332,0,2016-03-16 17:35:04
TAG Immobilien AG,DE0008303504,0,2016-03-16 17:49:52
TAG Immobilien AG,DE0008303504,0,2016-03-16 17:49:52
Orascom Development Holding AG,CH0038285679,0,2016-03-16 18:00:08
Orascom Development Holding AG,CH0038285679,0,2016-03-16 18:00:08
United Internet AG,DE0005089031,0,2016-03-16 19:20:11
United Internet AG,DE0005089031,0,2016-03-16 19:20:11
PATRIZIA AG,DE000PAT1AG3,0,2016-03-16 19:22:36
PATRIZIA AG,DE000PAT1AG3,0,2016-03-16 19:22:36
Rofin-Sinar Technologies Inc.,US7750431022,0,2016-03-16 21:55:35
LifeWatch AG,CH0012815459,0,2016-03-17 07:00:09
LifeWatch AG,CH0012815459,0,2016-03-17 07:00:09
LifeWatch AG,CH0012815459,0,2016-03-17 07:30:08
LifeWatch AG,CH0012815459,0,2016-03-17 07:30:08
TAG Immobilien AG,DE0008303504,0,2016-03-17 07:30:32
TAG Immobilien AG,DE0008303504,0,2016-03-17 07:30:32
SolarWorld AG i.I.,DE000A1YCMM2,0,2016-03-17 07:57:56
SolarWorld AG i.I.,DE000A1YCMM2,0,2016-03-17 07:57:56
Maschinenfabrik Berthold Hermle AG,DE0006052830,0,2016-03-17 11:55:16
adesso SE,DE000A0Z23Q5,0,2016-03-17 13:50:47
adesso SE,DE000A0Z23Q5,0,2016-03-17 13:50:47
Geratherm Medical AG,DE0005495626,0,2016-03-17 15:49:21
Geratherm Medical AG,DE0005495626,0,2016-03-17 15:49:21
SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2016-03-17 17:33:37
SKW Stahl-Metallurgie Holding AG,DE000SKWM021,0,2016-03-17 17:33:37
Müller - Die lila Logistik AG,DE0006214687,0,2016-03-17 18:30:05
Greiffenberger AG,DE0005897300,0,2016-03-17 19:20:16
freenet AG,DE000A0Z2ZZ5,0,2016-03-17 22:50:41
freenet AG,DE000A0Z2ZZ5,0,2016-03-17 22:50:41
ALLGEIER SE,DE000A2GS633,0,2016-03-18 11:07:25
Zur Rose Group AG,CH0042615283,0,2016-03-18 11:30:07
Zur Rose Group AG,CH0042615283,0,2016-03-18 11:30:07
ALLGEIER SE,DE000A2GS633,0,2016-03-18 12:42:40
Steinhoff International Holdings N.V.,NL0011375019,0,2016-03-18 16:20:06
Steinhoff International Holdings N.V.,NL0011375019,0,2016-03-18 16:22:01
PVA TePla AG,DE0007461006,0,2016-03-18 17:28:01
PVA TePla AG,DE0007461006,0,2016-03-18 17:28:01
LifeWatch AG,CH0012815459,0,2016-03-21 07:00:09
LifeWatch AG,CH0012815459,0,2016-03-21 07:00:09
init innovation in traffic systems SE,DE0005759807,0,2016-03-21 07:27:01
init innovation in traffic systems SE,DE0005759807,0,2016-03-21 07:27:01
Senvion S.A.,LU1377527517,0,2016-03-21 08:26:31
Senvion S.A.,LU1377527517,0,2016-03-21 08:26:31
Hamburg Commercial Bank AG,DE000HSH2H15,0,2016-03-21 13:35:20
Hamburg Commercial Bank AG,DE000HSH2H15,0,2016-03-21 13:35:20
Einhell Germany AG,DE0005654933,0,2016-03-21 14:22:21
Einhell Germany AG,DE0005654933,0,2016-03-21 14:22:21
Dorstener Maschinenfabrik AG i.I.,DE0005547004,0,2016-03-21 14:30:05
EASY SOFTWARE AG,DE000A2YN991,0,2016-03-21 17:10:21
EASY SOFTWARE AG,DE000A2YN991,0,2016-03-21 17:10:21
ADO Properties S.A.,LU1250154413,0,2016-03-21 18:44:01
ADO Properties S.A.,LU1250154413,0,2016-03-21 18:44:01
Vita 34 AG,DE000A0BL849,0,2016-03-21 18:58:01
Vita 34 AG,DE000A0BL849,0,2016-03-21 18:58:01
Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2016-03-21 19:31:51
Eckert & Ziegler Strahlen- und Medizintechnik AG,DE0005659700,0,2016-03-21 19:31:51
Senvion S.A.,LU1377527517,0,2016-03-21 23:09:07
Senvion S.A.,LU1377527517,0,2016-03-21 23:09:07
aap Implantate AG,DE0005066609,0,2016-03-22 02:21:15
aap Implantate AG,DE0005066609,0,2016-03-22 02:21:15
Peach Property Group AG,CH0118530366,0,2016-03-22 07:00:08
Peach Property Group AG,CH0118530366,0,2016-03-22 07:00:08
Jungfraubahn Holding AG,CH0017875789,0,2016-03-22 07:00:31
Jungfraubahn Holding AG,CH0017875789,0,2016-03-22 07:00:31
Mikron Holding AG,CH0003390066,0,2016-03-22 07:00:33
Mikron Holding AG,CH0003390066,0,2016-03-22 07:00:33
Mikron Holding AG,CH0003390066,0,2016-03-22 07:00:33
Mikron Holding AG,CH0003390066,0,2016-03-22 07:00:33
METRIC mobility solutions AG,DE000A1X3X66,0,2016-03-22 08:45:26
METRIC mobility solutions AG,DE000A1X3X66,0,2016-03-22 08:45:26
PNE AG,DE000A0JBPG2,0,2016-03-22 10:28:42
PNE AG,DE000A0JBPG2,0,2016-03-22 10:28:42
Hornbach Holding AG & Co. KGaA,DE0006083405,0,2016-03-22 13:03:20
Hornbach Holding AG & Co. KGaA,DE0006083405,0,2016-03-22 13:03:20
Sino-German United AG,DE000SGU8886,0,2016-03-22 14:39:50
SolarWorld AG i.I.,DE000A1YCMM2,0,2016-03-22 16:30:27
SolarWorld AG i.I.,DE000A1YCMM2,0,2016-03-22 16:30:27
ALNO Aktiengesellschaft i.I.,DE0007788408,0,2016-03-22 17:22:15
Cham Group AG,CH0001931853,0,2016-03-23 06:00:08
Cham Group AG,CH0001931853,0,2016-03-23 06:00:08
LifeWatch AG,CH0012815459,0,2016-03-23 07:00:08
LifeWatch AG,CH0012815459,0,2016-03-23 07:00:08
CHORUS Clean Energy AG,DE000A12UL56,0,2016-03-23 08:41:51
CHORUS Clean Energy AG,DE000A12UL56,0,2016-03-23 08:41:51
ENCAVIS AG,DE0006095003,0,2016-03-23 10:36:11
ENCAVIS AG,DE0006095003,0,2016-03-23 10:36:11
KSB SE & Co. KGaA,DE0006292030,0,2016-03-23 12:25:32
KSB SE & Co. KGaA,DE0006292030,0,2016-03-23 12:25:32
EEII AG,CH0007162958,0,2016-03-23 17:42:03
EEII AG,CH0007162958,0,2016-03-23 17:42:03
Steilmann SE,DE000A14KR50,0,2016-03-23 20:42:41
Steilmann SE,DE000A14KR50,0,2016-03-23 20:42:41
1&1 Drillisch Aktiengesellschaft,DE0005545503,0,2016-03-23 21:01:06
1&1 Drillisch Aktiengesellschaft,DE0005545503,0,2016-03-23 21:01:06
STRATEC SE,DE000STRA555,0,2016-03-23 21:36:51
STRATEC SE,DE000STRA555,0,2016-03-23 21:36:51
LifeWatch AG,CH0012815459,0,2016-03-24 07:00:13
LifeWatch AG,CH0012815459,0,2016-03-24 07:00:13
AEVIS VICTORIA SA,CH0478634105,0,2016-03-24 07:10:08
AEVIS VICTORIA SA,CH0478634105,0,2016-03-24 07:10:08
AEVIS VICTORIA SA,CH0478634105,0,2016-03-24 07:10:08
4SC AG,DE000A14KL72,0,2016-03-24 09:57:15
4SC AG,DE000A14KL72,0,2016-03-24 09:57:15
Bijou Brigitte modische Accessoires AG,DE0005229504,0,2016-03-24 14:40:50
Airopack Technology Group AG,CH0242606942,0,2016-03-24 18:39:03
LifeWatch AG,CH0012815459,0,2016-03-24 23:45:09
LifeWatch AG,CH0012815459,0,2016-03-24 23:45:09
Airopack Technology Group AG,CH0242606942,0,2016-03-29 08:00:08
Jubii Europe N.V.,NL0000233195,0,2016-03-29 13:38:45
E.ON SE,DE000ENAG999,0,2016-03-29 15:52:53
E.ON SE,DE000ENAG999,0,2016-03-29 15:52:53
Westag & Getalit AG,DE0007775231,0,2016-03-29 17:27:46
Westag & Getalit AG,DE0007775231,0,2016-03-29 17:27:46
Mobimo Holding AG,CH0011108872,0,2016-03-29 19:28:48
Mobimo Holding AG,CH0011108872,0,2016-03-29 19:28:48
Mobimo Holding AG,CH0011108872,0,2016-03-29 19:28:48
Orascom Development Holding AG,CH0038285679,0,2016-03-30 07:00:10
Orascom Development Holding AG,CH0038285679,0,2016-03-30 07:00:10
Wirecard AG,DE0007472060,0,2016-03-30 08:40:06
Wirecard AG,DE0007472060,0,2016-03-30 08:40:06
CECONOMY AG,DE0007257503,0,2016-03-30 08:43:46
CECONOMY AG,DE0007257503,0,2016-03-30 08:43:46
Epigenomics AG,DE000A11QW50,0,2016-03-30 09:02:06
Epigenomics AG,DE000A11QW50,0,2016-03-30 09:02:06
Sto SE & Co. KGaA,DE0007274136,0,2016-03-30 11:03:16
Leifheit Aktiengesellschaft,DE0006464506,0,2016-03-30 12:33:01
Leifheit Aktiengesellschaft,DE0006464506,0,2016-03-30 12:33:01
DO & CO Aktiengesellschaft,AT0000818802,0,2016-03-30 17:50:46
DO & CO Aktiengesellschaft,AT0000818802,0,2016-03-30 17:50:46
ADLER Real Estate AG,DE0005008007,0,2016-03-30 18:30:47
ADLER Real Estate AG,DE0005008007,0,2016-03-30 18:30:47
artnet AG,DE000A1K0375,0,2016-03-30 21:36:15
artnet AG,DE000A1K0375,0,2016-03-30 21:36:15
init innovation in traffic systems SE,DE0005759807,0,2016-03-31 11:27:01
init innovation in traffic systems SE,DE0005759807,0,2016-03-31 11:27:01
edding Aktiengesellschaft,DE0005647937,0,2016-03-31 13:54:55
Heidelberger Druckmaschinen AG,DE0007314007,0,2016-03-31 15:47:21
Heidelberger Druckmaschinen AG,DE0007314007,0,2016-03-31 15:47:21
Mars One Ventures AG,CH0132106482,0,2016-03-31 16:04:01
Krones AG,DE0006335003,0,2016-03-31 16:42:01
Krones AG,DE0006335003,0,2016-03-31 16:42:01
nebag ag,CH0005059438,0,2016-03-31 18:48:18
Aves One AG,DE000A168114,0,2016-03-31 21:14:30
Schweizer Electronic AG,DE0005156236,0,2016-04-01 16:32:15
Schweizer Electronic AG,DE0005156236,0,2016-04-01 18:00:55
Airbus SE,NL0000235190,0,2016-04-01 19:14:58
Peach Property Group AG,CH0118530366,0,2016-04-04 07:00:10
Peach Property Group AG,CH0118530366,0,2016-04-04 07:00:10
Accu Holding AG,CH0001366332,0,2016-04-04 07:00:19
Accu Holding AG,CH0001366332,0,2016-04-04 07:00:19
Carl Zeiss Meditec AG,DE0005313704,0,2016-04-04 10:34:51
Carl Zeiss Meditec AG,DE0005313704,0,2016-04-04 10:34:51
Heidelberg Pharma AG,DE000A11QVV0,0,2016-04-04 10:54:46
Heidelberg Pharma AG,DE000A11QVV0,0,2016-04-04 10:54:46
Orbis AG,DE0005228779,0,2016-04-04 15:36:15
Hesse Newman Capital AG,DE000HNC2059,0,2016-04-04 17:30:00
H&R GmbH & Co. KGaA,DE000A2E4T77,0,2016-04-04 18:05:22
H&R GmbH & Co. KGaA,DE000A2E4T77,0,2016-04-04 18:05:22
SolarWorld AG i.I.,DE000A1YCMM2,0,2016-04-04 20:23:31
SolarWorld AG i.I.,DE000A1YCMM2,0,2016-04-04 20:23:31
alstria office REIT-AG,DE000A0LD2U1,0,2016-04-05 09:46:56
alstria office REIT-AG,DE000A0LD2U1,0,2016-04-05 09:46:56
Klassik Radio AG,DE0007857476,0,2016-04-05 10:34:01
Wirecard AG,DE0007472060,0,2016-04-05 15:33:11
Wirecard AG,DE0007472060,0,2016-04-05 15:33:11
Steilmann SE,DE000A14KR50,0,2016-04-05 16:20:46
Steilmann SE,DE000A14KR50,0,2016-04-05 16:20:46
VALORA EFFEKTEN HANDEL AG,DE0007600108,0,2016-04-05 16:50:10
Maier + Partner AG,DE000A1MMCY2,0,2016-04-06 12:23:02
DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2016-04-06 13:30:22
DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2016-04-06 13:30:22
DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2016-04-06 14:38:51
DMG MORI AKTIENGESELLSCHAFT,DE0005878003,0,2016-04-06 14:38:51
Heliocentris Energy Solutions AG i.L.,DE000A1MMHE3,0,2016-04-06 20:00:31
Heliocentris Energy Solutions AG i.L.,DE000A1MMHE3,0,2016-04-06 20:00:31
Peach Property Group AG,CH0118530366,0,2016-04-07 07:00:08
Peach Property Group AG,CH0118530366,0,2016-04-07 07:00:08
HOCHDORF Holding AG,CH0024666528,0,2016-04-07 07:00:13
HOCHDORF Holding AG,CH0024666528,0,2016-04-07 07:00:13
HOCHDORF Holding AG,CH0024666528,0,2016-04-07 07:00:13
Hamburger Getreide-Lagerhaus AG,DE0006011505,0,2016-04-07 15:50:15
Leclanché SA,CH0110303119,0,2016-04-07 17:48:58
Leclanché SA,CH0110303119,0,2016-04-07 17:48:58
Leclanché SA,CH0110303119,0,2016-04-07 17:48:58
PNE AG,DE000A0JBPG2,0,2016-04-07 19:16:41
PNE AG,DE000A0JBPG2,0,2016-04-07 19:16:41
SMA Solar Technology AG,DE000A0DJ6J9,0,2016-04-08 10:01:41
SMA Solar Technology AG,DE000A0DJ6J9,0,2016-04-08 10:01:41
Bastei Lübbe AG,DE000A1X3YY0,0,2016-04-08 13:45:05
Bastei Lübbe AG,DE000A1X3YY0,0,2016-04-08 13:45:05
United Power Technology AG,DE000A1EMAK2,0,2016-04-08 15:01:47
United Power Technology AG,DE000A1EMAK2,0,2016-04-08 15:01:47
SAP SE,DE0007164600,0,2016-04-08 23:46:41
SAP SE,DE0007164600,0,2016-04-08 23:46:41
Highlight Event and Entertainment AG,CH0003583256,0,2016-04-11 07:24:53
Tele Columbus AG,DE000TCAG172,0,2016-04-11 08:00:06
Tele Columbus AG,DE000TCAG172,0,2016-04-11 08:00:06
Schaltbau Holding AG,DE000A2NBTL2,0,2016-04-11 11:36:36
Schaltbau Holding AG,DE000A2NBTL2,0,2016-04-11 11:36:36
Gothaer Allgemeine Versicherung AG,DE000A168478,0,2016-04-11 12:30:06
Steinhoff International Holdings N.V.,NL0011375019,0,2016-04-11 16:55:05
Accu Holding AG,CH0001366332,0,2016-04-11 17:40:08
Accu Holding AG,CH0001366332,0,2016-04-11 17:40:08
infas Holding Aktiengesellschaft,DE0006097108,0,2016-04-11 17:49:46
PAION AG,DE000A0B65S3,0,2016-04-11 20:54:21
PAION AG,DE000A0B65S3,0,2016-04-11 20:54:21
Dürr Aktiengesellschaft,DE0005565204,0,2016-04-12 08:01:37
Dürr Aktiengesellschaft,DE0005565204,0,2016-04-12 08:01:37
LOTTO24 AG,DE000LTT0243,0,2016-04-12 14:38:31
LOTTO24 AG,DE000LTT0243,0,2016-04-12 14:38:31
TOM TAILOR Holding SE,DE000A0STST2,0,2016-04-12 17:45:46
TOM TAILOR Holding SE,DE000A0STST2,0,2016-04-12 17:45:46
Zug Estates Holding AG,CH0148052126,0,2016-04-12 18:00:08
Zug Estates Holding AG,CH0148052126,0,2016-04-12 18:00:08
Mikron Holding AG,CH0003390066,0,2016-04-12 18:00:13
Mikron Holding AG,CH0003390066,0,2016-04-12 18:00:13
Mikron Holding AG,CH0003390066,0,2016-04-12 18:00:13
Mikron Holding AG,CH0003390066,0,2016-04-12 18:00:13
technotrans SE,DE000A0XYGA7,0,2016-04-12 21:56:32
technotrans SE,DE000A0XYGA7,0,2016-04-12 21:56:32
Software AG,DE000A2GS401,0,2016-04-12 22:24:01
Software AG,DE000A2GS401,0,2016-04-12 22:24:01
Epigenomics AG,DE000A11QW50,0,2016-04-13 08:06:56
Epigenomics AG,DE000A11QW50,0,2016-04-13 08:06:56
Bilfinger SE,DE0005909006,0,2016-04-13 10:09:38
Bilfinger SE,DE0005909006,0,2016-04-13 10:09:38
transtec AG,DE0007241424,0,2016-04-13 16:57:30
DF Deutsche Forfait AG,DE000A2AA204,0,2016-04-13 20:13:40
DF Deutsche Forfait AG,DE000A2AA204,0,2016-04-13 20:13:40
Leclanché SA,CH0110303119,0,2016-04-13 21:09:53
Leclanché SA,CH0110303119,0,2016-04-13 21:09:53
Leclanché SA,CH0110303119,0,2016-04-13 21:09:53
Leclanché SA,CH0110303119,0,2016-04-13 21:44:43
ACRON HELVETIA VII Immobilien AG,CH0049813634,0,2016-04-14 07:00:20
ACRON HELVETIA III Immobilien AG,CH0025217453,0,2016-04-14 07:00:25
ACRON HELVETIA I Immobilien AG,CH0102012843,0,2016-04-14 07:00:29
Orascom Development Holding AG,CH0038285679,0,2016-04-14 07:00:35
Orascom Development Holding AG,CH0038285679,0,2016-04-14 07:00:35
Steinhoff International Holdings N.V.,NL0011375019,0,2016-04-14 08:01:21
msg life ag,DE0005130108,0,2016-04-14 13:51:31
msg life ag,DE0005130108,0,2016-04-14 13:51:31
